"Reported_Income","Claimed_Deductions_Pct","Business_Expenses","Charitable_Contributions_Pct","Home_Office_Deduction","Num_Dependents","Amended_Returns","Tax_Credits","Investment_Income_Pct","Income_Variability_Pct","Years_Since_Last_Audit","Occupation","Tax_Adjustment_Amount"
76607,14.9,31706.75,1.2,12512.025,1,3,4789.8886,12.2,13.88,3,"Lawyer",8565
61953,21.6,19955.25,6.3,10986.575,1,1,5824.3696,14.3,22.02,10,"Real Estate Agent",12373
22881,15.9,14341.25,2.6,7302.375,3,0,4336.6158,24.8,14.92,15,"Self-Employed",10848
37089,17.9,23029.25,1.9,6908.775,2,2,4416.7862,8.6,7.84,5,"Lawyer",5533
87189,16.1,38849.25,0,11654.775,0,0,6541.4858,15.7,11.78,10,"Lawyer",12578
31210,11.9,13184.5,7.6,3955.35,1,1,1947.798,3,7.9,5,"Doctor",128
106454,18.7,28316.5,4.1,9994.95,3,0,6241.3796,10.5,9.4,10,"Doctor",23308
34607,5.7,19223.75,2.7,7267.125,2,0,3335.5198,13.4,10.16,0,"Real Estate Agent",-10274
69193,10.2,29111.25,3.5,8733.375,1,1,3253.5372,8.9,22.06,5,"Lawyer",7071
74930,18.1,33230.5,1.5,9969.15,3,3,4721.466,6.5,23.1,10,"Real Estate Agent",10754
74615,21.2,35929.75,7.9,10778.925,1,0,4858.676,10.1,30.04,0,"Self-Employed",3458
79558,7.5,29611.5,4,8883.45,3,1,3359.37,15.4,15.06,10,"Lawyer",13949
92955,20.9,26524.75,3.8,7957.425,4,0,6279.519,4.4,26.26,3,"Lawyer",3531
71214,8.3,19824.5,6.5,5947.35,2,2,1586.1524,16.4,7.66,10,"Doctor",8284
67544,12,18597,7,5579.1,1,1,3679.056,6.2,25.98,10,"Doctor",9889
79810,8.4,29787.5,6.5,8936.25,1,0,1340.808,11.7,15.48,0,"Lawyer",3640
61991,14.1,27505.75,3.3,8251.725,2,0,3199.1462,9.3,17.02,0,"Lawyer",6712
121122,15.2,37061.5,1.9,11118.45,4,2,3682.1088,15.4,15.66,15,"Self-Employed",6371
9893,17.1,19089.25,3.4,5726.775,2,0,2203.3406,5.6,16.74,5,"Small Business Owner",95305
105810,12.9,39285.5,4.6,11785.65,1,0,4763.898,12.2,25.98,10,"Self-Employed",-7313
67546,14.9,25706.5,4.3,7711.95,1,2,3646.8708,6.9,16.06,3,"Lawyer",10449
87670,16.5,35352.5,6.8,10605.75,1,0,4271.11,7.6,16.44,15,"Self-Employed",1263
104630,10.1,38416.5,6.3,14524.95,2,0,2113.526,0.9,6.76,3,"Self-Employed",-7719
100067,11.5,33271.75,4.1,9981.525,4,0,4892.541,2.1,14.04,5,"Real Estate Agent",2579
55184,21.9,26146,5.8,7843.8,1,0,6368.0592,12.4,10.16,5,"Self-Employed",6205
121922,0.2,46968.5,5,17090.55,0,0,985.7688,16.9,18.46,10,"Real Estate Agent",-2636
26311,19.8,20650.75,5,6195.225,0,0,2594.9156,10.6,4.34,15,"Self-Employed",-2597
100917,20.3,38282.25,5.5,12984.675,2,1,6261.2302,13.2,28.08,3,"Doctor",8853
59652,21.8,22379,8.4,6713.7,0,1,3937.8272,9.6,9.24,15,"Self-Employed",7352
17479,13,15222.75,4.6,6066.825,0,0,2688.454,9.9,4.26,5,"Real Estate Agent",9385
19026,19.2,9491.5,3.7,2847.45,0,0,3634.5984,10.5,7.9,3,"Self-Employed",6309
82355,16.1,32346.75,2.1,9704.025,4,0,5630.831,13.3,5.32,15,"Doctor",2504
141706,11.8,43341.5,4.9,14502.45,1,0,3500.2616,14.3,27.22,3,"Self-Employed",4828
83201,17.8,26651.25,8.8,7995.375,1,0,5011.9556,19,19.5,0,"Self-Employed",8621
108924,16.9,32686,5.8,9805.8,2,0,6772.6312,18.4,23.86,5,"Doctor",9254
100160,13.1,35336,4.4,13600.8,0,0,5622.192,10.6,17.94,5,"Small Business Owner",155403
55362,12.7,22706.5,7.3,6811.95,1,1,3958.1948,10.3,16.42,15,"Doctor",-20316
103619,13.7,31566.75,1.9,10970.025,1,0,6557.1606,7.5,10.6,10,"Doctor",12149
85589,17.5,31766.25,2.2,9529.875,0,0,3579.615,8.5,9.3,5,"Small Business Owner",91318
81198,14.7,38947.5,8.1,13184.25,2,0,5088.2212,4.7,7.38,3,"Real Estate Agent",5357
105033,8.2,44994.25,4.8,13498.275,3,0,2207.5412,17,8.7,10,"Lawyer",9635
97424,16.5,30678,7,9203.4,4,0,5578.992,18.3,20.52,15,"Doctor",15972
56203,13.2,20736.75,5,6221.025,1,0,4999.7592,9.1,26.24,10,"Lawyer",4307
86857,18.8,32044.25,7,14613.275,0,0,4971.8232,15.5,13.9,0,"Self-Employed",-3437
48235,9,20365.75,10.1,6109.725,0,0,2284.23,11,16.1,5,"Self-Employed",-6298
93925,5.5,42427.25,7.5,12728.175,0,0,1033.175,9.9,20.66,10,"Small Business Owner",71951
62019,12.5,27977.75,2.8,8393.325,1,0,2603.475,17.6,8.44,10,"Small Business Owner",91835
88564,11.8,34984,4.1,10495.2,2,1,4446.1104,7.9,14.26,10,"Real Estate Agent",3518
86040,18.4,34362,3.4,10308.6,2,0,5359.272,3.1,9.74,3,"Real Estate Agent",24151
66888,5.7,25262,3.4,7578.6,1,2,3307.5232,13.1,12.54,10,"Self-Employed",10104
88965,9.7,36408.25,6.9,10922.475,2,0,2913.921,7.2,17.38,0,"Lawyer",-3965
92231,14.4,26205.75,5.6,7861.725,0,0,3000.2528,12.4,22.96,5,"Self-Employed",22770
68079,11.3,26993.75,8.1,8098.125,2,0,3182.5854,4.3,15.22,10,"Lawyer",-5345
110167,14,44184.75,7,13255.425,1,0,4848.676,6.4,11.46,3,"Lawyer",1760
116781,9,30205.25,3.9,9061.575,0,0,5852.058,3.3,9.42,10,"Small Business Owner",156480
55140,10.9,18595,5.9,7078.5,2,1,2933.052,12.5,21.8,3,"Lawyer",7239
51679,10.4,17331.75,8,5199.525,4,0,3326.9232,11.1,11.14,5,"Self-Employed",2384
90406,6.3,36260.5,5.3,10878.15,3,0,2608.1156,12.6,16.44,5,"Self-Employed",7089
47601,16.9,21790.25,4.2,6537.075,3,1,1896.9138,19.6,9.84,0,"Self-Employed",1083
61517,12.3,24107.25,2.9,7232.175,2,0,2890.3182,13.9,9.86,5,"Self-Employed",3671
99088,12.2,38446,6.9,11533.8,1,0,6374.7472,9.9,3.96,0,"Real Estate Agent",10642
57796,20.5,15370,7.5,4611,1,2,5663.636,9.5,9.5,0,"Small Business Owner",58440
17156,18.3,18922,4.7,5676.6,2,0,4336.9096,7.2,7.58,5,"Real Estate Agent",7134
94932,11.5,31295,5.9,9388.5,1,0,5079.436,6.3,10.02,10,"Lawyer",7759
26924,19.4,18609,6.3,5582.7,0,0,1641.6512,9.1,28.14,5,"Self-Employed",10564
34362,13.1,23615.5,3,7084.65,2,0,2961.2844,8,20.8,5,"Doctor",6876
-15538,12.8,2851.5,8.2,855.45,1,0,1707.2272,19.5,24,10,"Self-Employed",7904
99937,15.8,43555.25,2.1,14566.575,3,1,5365.0092,19.1,13.34,5,"Self-Employed",8928
82533,15.7,29796.25,5.9,8938.875,4,0,5745.5362,5.4,8.76,5,"Self-Employed",14819
88869,14.5,36274.25,6.1,10882.275,1,0,2577.201,0,8.7,3,"Self-Employed",9692
100344,13.7,26966,5.9,8089.8,2,1,4063.4256,6.3,19.32,3,"Doctor",10834
73741,17,24075.25,5.2,7222.575,1,1,4140.194,7.2,8.28,3,"Small Business Owner",61203
41833,20,20011.25,5.2,6003.375,3,0,3980.32,15.5,21.7,0,"Self-Employed",19908
91913,13,37711.25,3.5,11313.375,1,0,4597.738,8,5.7,15,"Doctor",8120
114101,22.3,39063.25,4.3,11718.975,0,0,5088.9046,5.6,2.24,10,"Small Business Owner",184184
29993,10.8,10439.25,4.6,6131.775,1,0,3267.8488,15.1,18.44,15,"Lawyer",-3818
56790,25,27025.5,0.3,8107.65,1,0,4563.5,13.3,32.12,15,"Lawyer",10097
66233,19.1,27750.25,5.6,8325.075,1,1,4835.1006,8.5,7.4,10,"Self-Employed",62
36309,13.2,24239.25,5.5,7271.775,2,0,1534.5576,9.5,17.6,3,"Doctor",21829
95823,4.4,33357.75,3.8,10007.325,2,1,1489.2424,6.8,2.72,10,"Real Estate Agent",4990
57025,13,35253.25,7.5,10575.975,1,0,3795.65,8.7,11.48,3,"Self-Employed",7964
112707,13.3,32624.75,2.2,9787.425,0,0,4937.0062,14.2,5.68,10,"Self-Employed",-12035
76605,22.2,32199.25,4.8,9659.775,2,0,5615.262,6.2,2.48,10,"Lawyer",-9292
96843,16.9,42285.75,7.6,12685.725,2,0,4185.2934,16.4,24.26,5,"Doctor",6367
121833,5.9,38167.25,7.2,11450.175,1,0,1444.6294,13.7,22.28,10,"Real Estate Agent",652
82969,16.4,33968.25,10.3,10190.475,2,0,4133.3832,5.2,2.08,15,"Real Estate Agent",10095
107302,10.3,38598.5,6.9,11579.55,2,0,3573.4212,14.1,28.14,3,"Self-Employed",9430
81321,6.5,28376.25,5,13512.875,0,3,2241.173,12.5,12.6,10,"Self-Employed",9342
29650,19.6,25727.5,3,7718.25,1,0,2468.28,2.8,11.22,10,"Self-Employed",11338
75672,18,27546,8.2,8263.8,1,0,5714.192,10.9,19.96,10,"Lawyer",11655
96544,13,30116,2.9,14034.8,1,0,4350.144,12,4.8,10,"Lawyer",7350
89684,22.2,22873,4.9,6861.9,3,0,5470.9696,2.2,15.18,5,"Doctor",13445
69783,13.4,32020.75,5.5,11106.225,1,0,2481.1844,12.8,22.52,15,"Doctor",1667
38469,6.6,13408.25,5,9022.475,1,1,2124.7908,0.3,11.82,5,"Lawyer",8289
94392,19.6,36489,5.3,10946.7,1,0,4938.1664,10.9,9.66,5,"Real Estate Agent",11200
47506,11.6,24020.5,5.9,7206.15,2,0,1744.1392,1.6,24.34,3,"Small Business Owner",72837
37445,15.7,9361.25,5.3,5808.375,2,0,3123.773,0,11,0,"Self-Employed",6574
92848,10.4,33855,4,10156.5,1,0,5849.2384,11.3,4.72,5,"Real Estate Agent",4896
38016,8.5,19917,1.9,10975.1,0,0,2456.272,6.2,16.58,10,"Self-Employed",-10077
82331,17.2,34467.75,4.9,10340.325,3,0,4864.1864,7.3,13.02,3,"Doctor",12535
75083,10.5,24229.75,5.8,10268.925,1,0,3578.743,3.2,11.08,0,"Doctor",3407
35154,12.3,25105.5,5.3,7531.65,4,3,2070.7884,8,6.5,5,"Real Estate Agent",2026
110391,18.6,42812.75,7.5,12843.825,2,2,6461.5452,7,13.4,0,"Small Business Owner",234521
57216,2.2,36067,7.8,10820.1,1,0,1665.7504,13,12.6,5,"Lawyer",-7095
110999,10.3,45068.75,3.4,13520.625,1,2,3731.5794,6.4,18.46,15,"Real Estate Agent",9431
60749,22.6,20991.25,6.8,11297.375,1,0,4460.8548,7.3,15.92,10,"Self-Employed",13823
57748,15,24803,3.7,7440.9,2,3,4446.44,8.9,21.16,15,"Lawyer",14947
74063,6.6,25784.75,7.7,7735.425,0,0,1396.6316,5.8,15.42,10,"Small Business Owner",70571
64258,14.8,18739.5,6.8,5621.85,5,1,3003.0368,5.7,32.38,3,"Lawyer",6006
64302,15.2,16796.5,4.1,5038.95,3,2,4874.7808,10,23.2,3,"Self-Employed",10585
48670,11.1,22091.5,1.2,8127.45,2,2,3888.474,10.6,28.94,3,"Self-Employed",9209
38613,11.6,13748.25,8.2,4124.475,3,1,2014.8216,8.3,17.62,10,"Doctor",13568
93399,14.8,35012.75,4.8,10503.825,0,0,4930.6104,7.7,4.98,5,"Self-Employed",-938
50814,19.2,26746.5,3.8,8023.95,2,3,4115.2576,11.6,13.84,0,"Real Estate Agent",-231
33706,10.8,24609.5,3.8,7382.85,2,0,2781.0496,14.5,23.2,5,"Doctor",4531
59765,18.6,23663.25,8.3,7098.975,0,0,4947.258,11,15.2,10,"Real Estate Agent",-7987
50972,5.7,28279,10.7,8483.7,2,0,2998.0808,6.9,16.56,5,"Self-Employed",8505
9216,25,17975,6.1,5392.5,3,0,4252.8,15.4,12.26,5,"Self-Employed",4257
66272,18.9,28447,4.1,8534.1,0,1,6323.0816,8.3,22.72,0,"Self-Employed",27822
80015,11.9,27286.75,7.4,8186.025,2,0,4623.357,0,16,5,"Lawyer",-7040
83841,14.5,35724.25,6.2,10717.275,1,0,4013.389,14.8,12.12,10,"Lawyer",11696
86782,8.8,22373.5,6.5,8212.05,1,0,2459.3632,18.5,10,15,"Real Estate Agent",13595
44975,10.3,27937.75,6.1,13381.325,2,2,2153.485,10.2,8.58,5,"Lawyer",13129
65228,16.5,32536,5,12760.8,1,0,3218.524,21.4,10.56,10,"Real Estate Agent",4223
44750,4.7,20614.5,9,6184.35,5,1,1669.65,11.2,12.58,5,"Small Business Owner",120415
55937,18.4,25252.25,4.8,7575.675,1,1,4208.4816,12,8,10,"Real Estate Agent",-296
38705,19.2,10937.25,7.6,3281.175,4,0,1486.272,1.5,10.7,5,"Doctor",-806
41506,15.6,16958.5,5.2,6587.55,0,0,5101.9872,12,7.3,10,"Self-Employed",777
93896,11.1,31192,8.8,9357.6,0,1,2290.4912,3.4,21.06,0,"Lawyer",10331
66824,18.2,36037,2.4,10811.1,2,1,4019.3936,15.1,20.84,10,"Small Business Owner",232433
67235,14,19310.75,5.6,10793.225,1,0,5007.58,6.7,4.88,3,"Self-Employed",8794
126887,23.9,36855.75,7.2,11056.725,1,2,7275.1986,0.5,12.6,0,"Self-Employed",14855
73248,17.5,29634,5.4,10390.2,1,0,5152.68,14.9,30.66,10,"Doctor",138
58888,24.3,25976,5.4,7792.8,2,0,4984.9568,12.4,31.86,0,"Lawyer",9281
97419,12,33271.75,5,9981.525,1,0,5170.056,15.3,22.32,10,"Self-Employed",8169
60382,20.8,25324.5,7.2,7597.35,2,1,5678.8912,9.4,16.06,5,"Self-Employed",20740
116187,19.8,42932.75,8.5,17879.825,2,0,6278.0052,6.9,14.46,0,"Lawyer",-3513
63670,18.2,24334.5,3.6,7300.35,0,0,5429.588,9.7,25.88,5,"Self-Employed",577
56515,23.9,29535.75,6.1,8860.725,2,1,5579.417,10.4,19.36,5,"Lawyer",-875
39956,20.9,23887,9.3,7166.1,1,0,3474.1608,15.8,10.22,3,"Self-Employed",7186
84859,20.5,39934.75,3.2,14980.425,0,1,7460.219,8.1,10.24,15,"Lawyer",-5097
118995,21.9,38422.75,6.3,14526.825,2,0,8415.981,10.6,5.84,5,"Doctor",22904
64320,11.4,20864,5.7,6259.2,0,1,2809.496,11.7,15.98,5,"Small Business Owner",60053
82844,18.4,31859,7.1,9557.7,2,0,4847.6592,3.9,12.36,0,"Self-Employed",292
85000,21.3,35858,3.6,10757.4,1,1,6137,2,29.2,15,"Self-Employed",15880
117666,5.6,46349.5,5.7,16904.85,1,0,3796.8592,0,0,10,"Doctor",-382
94916,21.2,43478,2.7,13043.4,5,0,6789.4384,17.7,16.68,3,"Real Estate Agent",12886
42790,9.6,10941.5,4.4,3282.45,1,1,1736.568,8.1,17.14,10,"Lawyer",-235
54093,7.6,21561.25,4.8,6468.375,0,0,5001.2136,17.5,7,5,"Small Business Owner",107869
52616,14.5,29728,1.9,8918.4,2,0,4413.864,9.1,9.94,15,"Self-Employed",-5433
79247,6.4,24930.75,7.8,7479.225,2,1,4189.3616,18.2,28.08,10,"Self-Employed",1803
74882,11.1,26924.5,4.6,8077.35,2,1,3587.3804,14.4,8.86,15,"Doctor",5714
86038,19.2,25402.5,4.7,7620.75,1,2,5174.8592,10.4,22.26,5,"Self-Employed",6359
55280,15.4,19741,4,5922.3,3,0,4221.624,12.2,20.78,15,"Self-Employed",9450
63710,21.4,22330.5,5.1,6699.15,0,0,5341.788,16.3,29.72,10,"Real Estate Agent",19397
97241,16.4,30145.25,4.7,9043.575,1,0,5727.5048,13.4,10.46,5,"Self-Employed",-2498
72012,6.4,30797,3.5,9239.1,1,1,2137.7536,4,13.4,5,"Lawyer",-11907
55371,9.3,13842.75,2.1,4152.825,2,0,4312.9006,7.4,6.46,15,"Self-Employed",760
104135,15.8,35987.75,6.7,15796.325,4,0,3290.666,17.1,36.74,5,"Lawyer",13868
75405,12.9,36118.25,7.2,13835.475,0,0,4771.449,5.1,16.84,3,"Self-Employed",17052
47504,19.5,15074,5.8,7522.2,1,0,2822.656,9.6,14.74,10,"Doctor",6397
126291,15.8,43911.75,6.9,13173.525,1,0,6324.7956,7.7,12.08,5,"Doctor",6173
39957,9.5,14162.25,1.8,4248.675,1,3,2172.183,5.9,14.76,10,"Lawyer",-1217
21569,12.3,13934.25,3.6,4180.275,3,0,2961.5974,9.8,3.92,5,"Real Estate Agent",10242
7406,20.1,12664.5,5.3,5299.35,0,1,2252.7212,2.9,14.66,5,"Self-Employed",6782
94534,10.3,38503.5,4.5,13051.05,3,1,3661.4004,4.9,21.86,15,"Self-Employed",-1895
59015,7.5,25933.75,3.6,7780.125,1,0,3734.225,6.3,17.12,10,"Self-Employed",9243
66733,17.8,23128.25,2.9,6938.475,3,0,5637.6948,13.5,12.5,5,"Self-Employed",20384
83689,15.9,34690.25,4.6,10407.075,3,0,4763.3102,7.7,15.38,3,"Lawyer",22638
61005,11,17232.25,5,6669.675,1,0,2388.11,16.8,21.82,5,"Real Estate Agent",2127
26758,14.8,20373.5,2.5,6112.05,1,1,2817.0368,8.6,25.24,10,"Doctor",7526
16506,15.8,9230.5,6.4,2769.15,2,0,521.5896,13.3,5.32,15,"Small Business Owner",37280
64779,11.2,20410.75,3.9,9123.225,1,1,2621.0496,9.6,5.14,0,"Self-Employed",-1961
80242,16.8,30600.5,7.7,9180.15,0,2,5476.1312,14.3,15.82,5,"Lawyer",-5437
6667,11.5,1666.75,3,500.025,0,1,3452.341,9.7,5.98,5,"Doctor",-7104
83716,13.3,27444,4.9,11233.2,2,0,4060.8456,16.9,17.76,15,"Doctor",5352
87669,18.7,27811.25,8.1,9843.375,0,2,5395.8206,14.2,6.98,10,"Self-Employed",5045
113842,13.6,32839.5,4.6,9851.85,3,3,5703.5024,14.7,13.48,0,"Lawyer",17471
79941,6.7,30922.25,6.2,14276.675,1,1,2575.2094,21.7,9.88,3,"Self-Employed",13511
81149,13.7,30825.25,2.9,9247.575,0,0,4961.4826,15.6,6.24,5,"Doctor",-13367
93138,6.5,35953.5,6.5,10786.05,0,0,3965.794,21.1,19.54,5,"Small Business Owner",97124
74426,12.4,37218.5,5.8,11165.55,1,0,6647.7648,2.8,3.32,5,"Self-Employed",6081
72609,11.8,27362.25,6,8208.675,2,0,4093.5724,3.9,27.16,5,"Doctor",8558
78480,30.9,39562,5.1,14868.6,1,1,6324.064,6.5,12.5,10,"Doctor",9959
97325,17.5,25222.25,2.7,12566.675,0,0,6186.375,16,21.7,5,"Lawyer",-11642
62061,17.2,16963.25,1.4,5088.975,2,3,3885.8984,21,14.9,5,"Doctor",11856
60014,16,20009.5,6.7,7502.85,0,0,3139.448,14.4,25.96,5,"Doctor",65
49045,12.4,20930.25,7.8,6279.075,3,0,1413.316,17,25.1,10,"Doctor",-1054
46267,1.6,21116.75,6.6,6335.025,1,1,1541.0544,9.4,16.76,10,"Doctor",10117
84804,24.1,39399,5,16819.7,1,0,5903.5528,5.7,2.28,0,"Doctor",1799
121421,12.4,38083.25,2.7,11424.975,2,0,4074.2408,2.1,1.84,0,"Lawyer",9632
45934,10.7,26685.5,4.4,8005.65,1,0,1192.9876,18.8,19.32,5,"Small Business Owner",119950
69347,11.9,28187.75,5.6,8456.325,1,0,3884.4586,10.8,15.72,5,"Self-Employed",30520
44100,20.4,25384,9.6,7615.2,1,1,3858.28,8.3,13.32,10,"Self-Employed",18556
102243,18.7,41215.75,4.3,12364.725,3,0,6974.8882,10.1,24.94,10,"Real Estate Agent",-4162
65479,21.6,17201.75,6.6,5160.525,2,0,6488.6928,15.2,26.08,5,"Lawyer",21383
80370,16.4,33255.5,5.4,11476.65,1,1,5428.136,10.6,6.84,5,"Doctor",15050
85441,14.4,29085.25,2.7,10225.575,0,0,4546.7008,6.3,8.52,5,"Lawyer",4530
43372,13.7,18520,6,8556,1,0,3135.3928,7.4,16.76,3,"Small Business Owner",105098
71858,7.2,22602.5,3.4,6780.75,0,0,2453.7552,5.4,14.96,5,"Self-Employed",-10664
68150,16.3,25259.5,6.7,7577.85,0,0,4159.69,3.5,1.4,0,"Self-Employed",12104
95261,13.3,27122.25,6.6,9636.675,2,1,4343.9426,14.5,6.9,5,"Self-Employed",9867
38003,13.1,15373.75,5.3,4612.125,2,2,3456.6786,12.8,18.92,5,"Real Estate Agent",1477
39001,20.3,19784.25,5,5935.275,2,0,2806.4406,19.8,28.02,10,"Real Estate Agent",5276
97976,21.1,33233,5.6,9969.9,3,1,5431.5872,17,21.1,5,"Self-Employed",-2833
57357,27.3,28068.25,7.2,9920.475,1,0,5817.6922,8.7,3.48,15,"Doctor",3617
55191,17.3,13797.75,9.3,4139.325,1,0,3939.6086,6.4,7.76,10,"Small Business Owner",83737
78390,14.5,33757.5,3.2,10127.25,1,0,3487.31,16.6,7.24,3,"Lawyer",5394
65388,10.5,28647,3.4,8594.1,2,0,4002.148,7.1,4.14,10,"Small Business Owner",150850
130991,14.8,36230.75,8.8,10869.225,2,1,5286.3336,14.4,16.56,10,"Doctor",20320
82786,23.6,28244.5,5.1,8473.35,1,0,5498.4992,11.1,7.44,15,"Doctor",24148
79847,13.8,28293.75,4.1,8488.125,4,0,4645.7772,2.5,4.3,10,"Real Estate Agent",11329
102932,23.5,35527,6.3,10658.1,1,0,8692.804,8.9,24.16,5,"Lawyer",5634
73202,13.9,22858.5,9.3,6857.55,4,0,2035.0156,16.1,31.84,5,"Real Estate Agent",-5365
76462,16.1,23066.5,4.3,6919.95,3,0,5177.0764,21.2,13.28,10,"Real Estate Agent",1565
42814,27.4,29626.5,6,8887.95,3,0,5158.2072,12.5,25.1,5,"Self-Employed",2986
6211,15.1,6865.75,6.3,2059.725,1,0,4119.5722,7.6,20.04,15,"Self-Employed",-699
38784,7.7,15465,4.7,4639.5,0,0,3167.2736,13,18.3,5,"Doctor",22552
78423,11.6,29806.75,7.7,10442.025,0,0,2983.4136,12.3,4.92,10,"Lawyer",12697
44001,9.7,26050.25,5.3,7815.075,3,0,3581.6194,16.5,13.4,0,"Small Business Owner",69400
95664,15.4,29098,2.9,11729.4,0,1,4571.4512,20.5,8.2,5,"Self-Employed",8718
96752,12.1,35567,6.5,10670.1,2,1,3940.3984,6.6,15.34,3,"Lawyer",876
81521,16.9,36319.25,6.8,10895.775,0,0,4705.4098,10.8,14.32,5,"Small Business Owner",131152
68950,23.1,28003.5,5.9,8401.05,5,0,6296.49,11.7,11.58,5,"Small Business Owner",161974
34029,10.1,17482.25,6.2,5244.675,0,0,2285.3858,6,20.1,3,"Lawyer",57
65732,10,28134,7.2,8440.2,1,0,1889.64,5.9,4.66,15,"Small Business Owner",118823
61413,13.7,25895.25,5.5,10768.575,0,2,3237.7162,12.5,15.2,15,"Real Estate Agent",2067
94897,19.4,28654.25,4.7,8596.275,1,0,4004.0036,5,17.3,5,"Small Business Owner",94901
114259,16.9,40114.75,1.1,12034.425,2,0,5836.9542,0.9,0.36,5,"Self-Employed",4299
90031,15.5,28133.75,6.2,8440.125,3,0,5828.961,3.6,9.14,10,"Small Business Owner",144027
41151,22.9,29944.75,3.7,8983.425,1,0,1884.7158,11.1,7.64,5,"Lawyer",3071
125130,13.7,36825.5,5.4,11047.65,1,2,6668.562,17.6,7.04,5,"Self-Employed",-559
105311,24.2,44385.75,3.9,13315.725,2,0,6756.0524,9.4,7.46,5,"Doctor",-2060
81706,7.4,32590.5,2.2,9777.15,0,0,3023.2488,11.5,22.5,5,"Doctor",-8065
8805,16.4,15156.25,0.3,4546.875,3,1,2954.804,12.4,4.96,10,"Self-Employed",-13295
46362,19.5,21653.5,5.2,6496.05,2,1,4853.118,16.7,15.18,3,"Small Business Owner",38325
72943,20.7,21259.75,7.4,6377.925,2,0,4217.8402,8.2,11.98,3,"Self-Employed",2042
97839,7.7,34275.75,5,10282.725,2,0,3212.7206,5,2.8,0,"Real Estate Agent",2051
39603,11.9,18771.75,6.9,5631.525,1,1,3980.5514,1.8,9.82,15,"Small Business Owner",93653
171336,5.3,64698,8.7,20909.4,0,0,3628.1616,7.7,6.18,15,"Self-Employed",-920
-1615,13.8,11537.25,3.4,3461.175,5,0,2088.426,6.4,2.56,5,"Lawyer",6668
67922,12.5,26411.5,4.7,7923.45,2,0,2722.05,11.9,21.46,5,"Self-Employed",7875
67213,19.9,27198.25,3.8,8159.475,2,0,4399.0774,14,15.2,10,"Lawyer",2391
55099,17.1,34157.75,5,11747.325,0,0,3783.3858,14.2,13.18,5,"Self-Employed",12817
65430,13.5,18305.5,3.4,5491.65,4,0,3428.61,9.4,12.46,5,"Small Business Owner",70606
97272,21.8,33910,3,10173,2,1,6172.0592,7,2.8,10,"Small Business Owner",191402
48771,14.3,22949.75,4.3,6884.925,3,0,3635.8506,0,0,5,"Self-Employed",-10775
12516,21.6,14560,7.2,4368,1,0,1794.6912,12.8,24.42,0,"Self-Employed",15052
77813,18.3,36355.25,3.6,10906.575,3,1,6312.9558,9,17.8,15,"Lawyer",-14948
74945,18.3,25138.25,4,7541.475,0,0,4399.987,12.6,11.54,3,"Lawyer",4493
74607,19.5,18651.75,4.2,5595.525,0,0,5504.673,6.2,22.58,15,"Lawyer",8636
95039,11.9,31122.75,2.4,9336.825,1,0,3694.9282,16.1,19.24,10,"Doctor",8073
74605,7.9,24689.25,3.5,7406.775,0,1,2565.759,13.2,14.58,15,"Small Business Owner",78041
98281,19.1,25016.25,3.2,9004.875,0,0,4634.3342,14.7,16.68,10,"Lawyer",2142
14678,8.5,14645.5,2.4,4393.65,1,2,1452.526,0,18.1,0,"Doctor",2391
41155,10.5,20954.75,5.3,6286.425,0,0,2211.255,16.7,13.08,0,"Doctor",6187
85464,13.9,26633,4.4,7989.9,1,1,5359.8992,12.7,28.28,3,"Real Estate Agent",-787
64413,17.8,36837.25,4.1,11051.175,2,0,3799.1028,10.5,12.1,3,"Lawyer",-7388
103343,18,43155.75,7.9,12946.725,2,0,4609.348,9.3,15.82,5,"Doctor",9296
44858,5.8,18091.5,4.1,5427.45,1,0,2397.3528,15.2,22.28,15,"Small Business Owner",111293
96717,16.2,40862.25,4,12258.675,0,0,5418.6308,13,21.3,5,"Doctor",3647
54935,6.1,17863.75,1.6,5359.125,1,0,4946.207,22.4,22.46,0,"Doctor",4784
41609,26.3,21136.25,6.8,6340.875,2,0,5306.6334,5.3,4.62,15,"Small Business Owner",131736
64716,10.3,37565,5.5,11269.5,0,0,2368.1496,10.2,16.78,5,"Small Business Owner",207917
76493,23.4,33772.25,5.2,10131.675,1,0,5789.8724,5.5,2.2,5,"Doctor",19254
38170,13.3,17602.5,6.2,5280.75,2,2,3190.322,10.7,25.88,5,"Lawyer",12231
52080,18.1,13020,6,3906,1,0,4871.296,6.6,18.64,3,"Real Estate Agent",1843
37615,11,23031.75,3.4,9909.525,2,0,2918.53,7,9.2,5,"Doctor",4530
105503,15.6,32223.75,8,14667.125,0,1,3885.6936,18,17.1,3,"Doctor",4556
96708,18,42580,4,12774,1,0,4836.488,7.4,16.36,5,"Self-Employed",17641
44024,22.6,27575,3.5,9772.5,1,0,2420.8848,9.4,3.76,15,"Self-Employed",-7703
91720,11.9,34687,3.5,10406.1,3,1,2766.936,10,22.1,3,"Doctor",9169
67333,7.2,33884.25,1.4,10165.275,3,0,4276.5952,10.6,9.14,10,"Lawyer",6428
41598,8.9,12719.5,6.2,3815.85,1,0,3815.4444,1.9,16.66,15,"Doctor",7637
87636,15.6,42777,3.9,14333.1,2,0,4392.2432,13.6,18.04,15,"Doctor",7944
